BUENOS AIRES;B;BAHIA BLANCA;5;905000081;CARABELLI;MITRE Y RODRIGUEZ 00000;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202403;CARDELLI DUPUY;SARMIENTO 01298;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905003065;CASTELLETTA;AV ALEM 02295;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202278;CASTELLI;CASTELLI 00159;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905001895;CEDRES;SUIPACHA E ITALIA 00000;CARMEN DE;8504
BUENOS AIRES;B;BAHIA BLANCA;5;905201301;CELENDANO;JUAN J PASO 00349;GRAL CERRI;8105
BUENOS AIRES;B;BAHIA BLANCA;5;905201268;CEPEDA;RIVADAVIA 00199;TRES ARROY;7500
BUENOS AIRES;B;BAHIA BLANCA;5;905200170;CHENTOFANTI;COLON 00035;VILLA IRIS;8126
BUENOS AIRES;B;BAHIA BLANCA;5;905001480;CHERNOCOZ;PATRICIOS 00340;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201578;CHISTIK;VIEYTES 01460;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905200772;CLAROMECO;AV 26 00453;CLAROMECO;7505
BUENOS AIRES;B;BAHIA BLANCA;5;905000216;COBO;O'HIGGINS 00222;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905002831;COLOMBINI;MITRE 00621;CORONEL SU;7540
BUENOS AIRES;B;BAHIA BLANCA;5;905201424;COLON DE CARHUE;COLON 01126;CARHUE;6430
BUENOS AIRES;B;BAHIA BLANCA;5;905003419;COSTA;RIVADAVIA Y P DE 00798;PELLEGRINI;6346
BUENOS AIRES;B;BAHIA BLANCA;5;905000107;COSTABEL;DONADO Y SAAVEDRA 00000;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905200554;CRISTAL FARMACEUTICA;ESTOMBA 00602;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905001074;CURIE;25 DE MAYO 00571;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905003079;CUSCHIE;DON BOSCO 01629;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905002054;CVITANOVICH;RINCON 00601;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202775;DAMBROSIO;DERQUI 00452;TRES ARROY;7500
BUENOS AIRES;B;BAHIA BLANCA;5;905202621;DE DIOS;BROWN 01535;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905200026;DE LA BAHIA;1 DE ABRIL 00296;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201176;DE LA CIUDAD;SAN MARTIN Y LAPRI 00000;CARHUE;6430
BUENOS AIRES;B;BAHIA BLANCA;5;905202666;DE LA CIUDAD DE PEDRO LURO;CALLE 26 00113;PEDRO LURO;8148
BUENOS AIRES;B;BAHIA BLANCA;5;905200632;DE LA CIUDAD SCS;LAS HERAS 01498;C SUAREZ;7540
BUENOS AIRES;B;BAHIA BLANCA;5;905003235;DE LA COSTA;AVDA ARGENTINA 00050;MONTE HERM;8153
BUENOS AIRES;B;BAHIA BLANCA;5;905200537;DE LARENA;AV SAN MARTIN 00355;S VENTANA;8168
BUENOS AIRES;B;BAHIA BLANCA;5;905200895;DEL ANGEL SCS;ECUADOR 02210;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201407;DEL BARRIO;JUAN J PASSO 02132;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905202063;DEL CANAL NAPOSTA;ZELARRAYAN 01909;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202247;DEL CENTRO DARRAGUEIRA;HIPOLITO YRIGOYEN 00152;DARRAGUEIR;8183
BUENOS AIRES;B;BAHIA BLANCA;5;905001088;DEL LEON;HUMBERTO I 00445;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905201193;DEL LEON SCS;SAN MARTIN 00401;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905200987;DEL PUEBLO;25 DE MAYO 00187;SALLIQUELO;6339
BUENOS AIRES;B;BAHIA BLANCA;5;905201350;DEL PUEBLO;O HIGGINS 00102;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202526;DEL PUEBLO;AV CASEY 00074;PIGUE;8170
BUENOS AIRES;B;BAHIA BLANCA;5;905202914;DEL PUEBLO;BRANDSEN 00188;CNEL SUARE;7540
BUENOS AIRES;B;BAHIA BLANCA;5;905001462;DEL PUERTO;YRIGOYEN 00401;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905201857;DEL SOL BAHIA;VIEYTES 00801;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905003528;DEL TEATRO;ALSINA 00501;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905001629;DEZCALZO;9 DE JULIO 00531;SALLIQUELO;6339
BUENOS AIRES;B;BAHIA BLANCA;5;905202840;DI MARCO;BRANDSEN 00159;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202898;DI MARCO;SAN MARTIN 00400;TRES ARRO;7500
BUENOS AIRES;B;BAHIA BLANCA;5;905000588;DI NUCCI;BME MITRE 00220;MEDANOS;8132
BUENOS AIRES;B;BAHIA BLANCA;5;905002491;DI NUCCI;SALTA 00405;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905003498;DI ROCCO;AVENIDA MORENO 00953;TRES ARROY;7500
