provincia;ugl;c_ugl;id_farm;nombre_farmacia;direccion;localidad;cp
;SAN LUIS;26;99.029.215.003;ARIAS;PRINGLES Y 24 DE F 00000;QUINES;
;SAN LUIS;26;99.029.691.005;HUARPES;LOS HUARPES 00088;MERLO     ;
;SAN LUIS;26;99.029.703.008;PARODI S.C.S.;AV GOB ELIAS ADRE 01086;CONCARAN  ;
;SAN LUIS;26;99.029.775.006;FARMACITY S A  SUC VILLA ME;PEDERNERA 00424;VILLA MERC;
;SAN LUIS;26;99.030.058.004;SAN FRANCISCO;AV CENTENARIO Y 25 00000;SAN FRANCI;
;SAN LUIS;26;99.030.065.009;SEÑOR DE RENCA;9 DE JULIO  00762;TILISARAO;
SAN LUIS;SAN LUIS;26;99.030.178.000;DANBEL;BOLIVAR 00611;SAN LUIS  ;D5700KQC
;SAN LUIS;26;99.030.258.000;SANTA TERESITA;25 DE MAYO 00430;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.030.389.003;RIVADAVIA;RIVADAVIA 00813;SAN LUIS;D5700HAO
SAN LUIS;SAN LUIS;26;99.030.443.008;LOS ALAMOS LAS HERAS;SAN MARTIN 01196;SAN LUIS  ;D5700INL
;SAN LUIS;26;99.030.543.005;EL SOL;RUTA 55 00000;NUEVA GALI;
;SAN LUIS;26;99.030.544.003;RIVADAVIA;PRESBITERO BECERRA 00604;MERLO     ;
;SAN LUIS;26;99.030.606.000;LA TERCERA ROTONDA;B 125 VIV MZ 256 C 00001;SAN LUIS;
SAN LUIS;SAN LUIS;26;99.030.642.005;BARRIO 828;PSJE JUAN B JUSTO 00801;V MERCEDES;D5730IHM
;SAN LUIS;26;99.030.953.006;SAN CAYETANO;B142 MZ462 CASA9 00000;SAN LUIS;
;SAN LUIS;26;99.030.974.002;SIERRAS DEL SOL;SERRANA MZNA 136 L 00012;SAN LUIS  ;
;SAN LUIS;26;99.031.033.006;DIAS SH;LISANDRO D L TORRE 00351;SAN LUIS;
;SAN LUIS;26;99.031.041.009;MEDALLA MILAGROSA;JUAN M DE ROSAS 01166;CONCARAN  ;
;SAN LUIS;26;99.031.081.005;EL BUEN PASTOR;AV LOS ALAMOS 02131;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.031.125.000;SAN LUIS DE LAS SIERRAS SRL;RIVADAVIA 01052;SAN LUIS  ;D5700HAZ
SAN LUIS;SAN LUIS;26;99.031.132.006;COLON;COLON 01179;SAN LUIS  ;D5700AHE
;SAN LUIS;26;99.031.215.009;SALTA;SALTA 00243;VILLA MERC;
;SAN LUIS;26;99.031.275.003;MILAGROS;SGTO BAIGORRIA 01352;VMERCEDES ;
SAN LUIS;SAN LUIS;26;99.031.389.002;ALTOS DEL OESTE;GUEMES 01082;V MERCEDES;D5730HAD
;SAN LUIS;26;99.031.618.004;SAN MIGUEL DE ARCANGEL;SAN MARTIN 00501;NASCHEL;
SAN LUIS;SAN LUIS;26;99.031.766.001;VIRGEN DEL VALLE;TOMAS JOFRE 01122;SAN LUIS;D5700JSV
;SAN LUIS;26;99.031.897.004;CHANGOMAS;PERON Y NECOCHEA   00000;V MERCEDES;
SAN LUIS;SAN LUIS;26;99.031.960.000;FARMAVIDA;PRINGLES 01168;SAN LUIS;D5700GED
SAN LUIS;SAN LUIS;26;99.031.980.008;LA PIRAMIDE II;RIVADAVIA 01091;SAN LUIS;D5700HAY
;SAN LUIS;26;99.032.055.008;JARDIN;SARMIENTO 02995;SAN LUIS;
;SAN LUIS;26;99.032.087.001;CABILDO;PTE ILLIA 00320;SAN LUIS;
SAN LUIS;SAN LUIS;26;99.032.358.006;QUINTANA IX;RIVADAVIA 01053;SAN LUIS;D5700HAY
SAN LUIS;SAN LUIS;26;99.032.376.008;JUAN PABLO II;PEDERNERA 01183;V MERCEDES;D5730MBA
;SAN LUIS;26;99.032.532.006;LUJAN;25 DE MAYO 01164;VILLA MERC;
;SAN LUIS;26;99.032.685.002;MIRTA MARIA;LAVALLE 00490;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.032.708.002;FARMANOVA;PEDERNERA 00301;V MERCEDES;D5730LZQ
SAN LUIS;SAN LUIS;26;99.032.709.000;MITRE;MITRE 00601;V MERCEDES;D5730PRS
SAN LUIS;SAN LUIS;26;99.032.710.008;DEL AGUILA;EDISON 00002;V MERCEDES;D5730ENB
SAN LUIS;SAN LUIS;26;99.033.024.003;QUINTANA BIENESTAR;AYACUCHO 01056;SAN LUIS;D5700JYH
SAN LUIS;SAN LUIS;26;99.033.065.006;CATAMARCA;CATAMARCA 01784;SAN LUIS;D5700LHB
SAN LUIS;SAN LUIS;26;99.033.109.002;SAN ISIDRO;PRESIDENTE PERON 01028;SAN LUIS;D5700JIH
;SAN LUIS;26;99.033.163.009;NORTE;SAN MARTIN 00701;TILISARAO;
;SAN LUIS;26;99.033.169.006;LOURDES;EDISON 00460;QUINES;
;SAN LUIS;26;99.033.170.004;LOURDES II;25 DE MAYO 00580;QUINES;
;SAN LUIS;26;99.033.171.002;LOURDES II;PRINGLES Y CENTRIO 00000;LUJAN;
;SAN LUIS;26;99.033.172.000;LOURDES;BELG Y SAN MARTIN 00000;CANDELARIA;
;SAN LUIS;26;99.033.174.006;LOURDES;PRINGLES 00000;LUJAN;
;SAN LUIS;26;99.033.204.001;SANTA PAULA;ZANALA ORTIZ 00101;VILLA MERC;
;SAN LUIS;26;99.033.223.001;DE MARIA;AV DEL SOL 00161;MERLO;
;SAN LUIS;26;99.033.224.009;DEL VALLE;POETA AGÜERO 00311;MERLO;
;SAN LUIS;26;99.033.395.007;FALVO;BO EL HORNERO MZ 7 00000;SAN LUIS;
;SAN LUIS;26;99.033.468.002;DE LA COSTA;RUTA 1 Y SAN MARTI 00000;V LARCA;
SAN LUIS;SAN LUIS;26;99.033.606.007;SALVADOR;AV JUSTO DARACT 01850;SAN LUIS;D5700DIB
;RIO NEGRO;27;5.243;PASTEUR;HIPOLITO IRIGOYEN 00144;RIO COLORA;
RIO NEGRO;RIO NEGRO;27;5.298;CUMBRE II;GALLARDO 00701;BARILOCHE;R8400DVC
;RIO NEGRO;27;5.735;SANCHEZ;HIPOLITO IRIGOYEN 00310;GRAL FERN;
;RIO NEGRO;27;5.966;ACUARIO;J M DE ROSAS 00498;BARILOCHE;
;RIO NEGRO;27;99.016.552.004;PATAGONIA;AV ROCA 00124;ALLEN     ;
RIO NEGRO;RIO NEGRO;27;99.016.553.002;ALLENDE;SAN MARTIN 00201;CINCO SALT;R8303CTC
RIO NEGRO;RIO NEGRO;27;99.016.555.007;AVENIDA;AVENIDA ALEM 00802;CIPOLLETTI;R8324CUH
;RIO NEGRO;27;99.016.556.005;DEL VALLE IV;ROQUE SAENZ PEÑA Y 00000;VILLA REGI;
RIO NEGRO;RIO NEGRO;27;99.016.557.003;SAN MARTIN III;TUCUMAN 00400;GRAL ROCA ;R8332NYD
RIO NEGRO;RIO NEGRO;27;99.016.561.005;CINCO SALTOS;RIVADAVIA 00502;CINCO SALT;R8303AKD
RIO NEGRO;RIO NEGRO;27;99.016.562.003;CIPOLLETTI;MENGELLE 00898;CIPOLLETTI;R8324DZB
;RIO NEGRO;27;99.016.563.001;COMAHUE;SARMIENTO 00401;RIO COLORA;
RIO NEGRO;RIO NEGRO;27;99.016.566.004;DE MIGUEL;BARTOLOME MITRE 00130;BARILOCHE ;R8400HAZ
;RIO NEGRO;27;99.016.567.002;DEL VALLE I;AVENIDA ITALIA 00101;VILLA REGI;
RIO NEGRO;RIO NEGRO;27;99.016.568.000;DON BOSCO;DON BOSCO 01486;CIPOLLETTI;R8324FFB
RIO NEGRO;RIO NEGRO;27;99.016.569.008;ELUSTONDO;BME MITRE 00379;BARILOCHE ;R8400HBM
RIO NEGRO;RIO NEGRO;27;99.016.570.006;ESMERALDA;ESMERALDA 00725;CIPOLLETTI;R8324AKS
;RIO NEGRO;27;99.016.571.004;FASANO;ROCA Y VILLEGAS 00000;ALLEN;
RIO NEGRO;RIO NEGRO;27;99.016.572.002;FERNANDEZ;VILLEGAS 00086;CIPOLETTI ;R8324DRL
RIO NEGRO;RIO NEGRO;27;99.016.575.005;GUIDI;SAAVEDRA 00502;VIEDMA    ;R8500EML
;RIO NEGRO;27;99.016.577.001;GUZMAN;SAN MARTIN Y ALEM 00000;VALCHETA  ;
RIO NEGRO;RIO NEGRO;27;99.016.578.009;IBAÑEZ;AVENIDA ROCA 00470;GENERAL RO;R8332IRN
RIO NEGRO;RIO NEGRO;27;99.016.579.007;IBERIA;VEINTE DE FEBRERO 00410;BARILOCHE ;R8400CQH
;RIO NEGRO;27;99.016.580.005;ITALIA;ITALIA 00351;VILLA REGI;
RIO NEGRO;RIO NEGRO;27;99.016.583.009;LUELMO;MORENO 00712;BARILOCHE ;R8400HJL
RIO NEGRO;RIO NEGRO;27;99.016.585.004;MARTIN;9 DE JULIO 00429;CIPOLLETTI;R8324EEQ
;RIO NEGRO;27;99.016.587.000;ORLANDO;ITALIA 00128;RIO COLORA;
RIO NEGRO;RIO NEGRO;27;99.016.590.004;PASTEUR;25 DE MAYO 00475;CIPOLLETTI;R8324AIM
RIO NEGRO;RIO NEGRO;27;99.016.592.000;SANCHEZ;AVENIDA VITERBORI 00366;GENERAL RO;R8332IJV
RIO NEGRO;RIO NEGRO;27;99.016.594.006;SUD;TUCUMAN 01240;GENERAL RO;R8332NYX
;RIO NEGRO;27;99.016.595.003;FUSCAGNI;SAN MARTIN 01192;CHOELE CHO;
RIO NEGRO;RIO NEGRO;27;99.016.597.009;NORTE;ARENALES 00459;CIPOLLETTI;R8324AYQ
;RIO NEGRO;27;99.016.598.007;MITRE;MITRE 00953;VILLA REGI;
;RIO NEGRO;27;99.016.599.005;AMOROSI;SARMIENTO Y BELGRA 00000;GRAL CONES;
;RIO NEGRO;27;99.016.600.001;9 DE JULIO;9 DE JULIO Y TISCO 00000;S C DE BAR;
RIO NEGRO;RIO NEGRO;27;99.016.601.009;MENDOZA;MENDOZA 01499;GRAL ROCA ;R8332KHM
;RIO NEGRO;27;99.016.605.000;FERNANDEZ;ALTE BROWN 00237;ALLEN     ;
RIO NEGRO;RIO NEGRO;27;99.016.607.006;SAN JUAN;SAN JUAN 01830;GENERAL RO;R8332MXH
RIO NEGRO;RIO NEGRO;27;99.016.608.004;INALEN;ARTEMIDES ZATTI 00807;VIEDMA    ;R8500BCY
RIO NEGRO;RIO NEGRO;27;99.016.609.002;SAN MARTIN II;BME MITRE 01748;GENERAL RO;R8332LQL
;RIO NEGRO;27;99.016.610.000;MASCARO;FORMOSA Y RAWSON 00000;GENERAL RO;
RIO NEGRO;RIO NEGRO;27;99.016.611.008;MENGELLE;MENGELLE 01361;CIPOLLETTI;R8324DZU
RIO NEGRO;RIO NEGRO;27;99.016.614.002;AERO CLUB;SAN JUAN 02233;GENERAL RO;R8332MXW
RIO NEGRO;RIO NEGRO;27;99.016.615.009;SAN MARTIN I;SAN MARTIN 00087;GENERAL RO;R8332FVW
;RIO NEGRO;27;99.016.616.007;ARAUCANA;ROGELIO CORTIZO 00000;ING JACOBA;
RIO NEGRO;RIO NEGRO;27;99.016.617.005;TIENGO;ISLAS MALVINAS 01254;GENERAL RO;R8332GQT
RIO NEGRO;RIO NEGRO;27;99.016.618.003;FCIA CRISOL;AVDA CASEROS 01625;VIEDMA    ;R8500CZQ
;RIO NEGRO;27;99.016.620.009;FCIA SOLDERA;RODONICH 00653;CINCO SALT;
;RIO NEGRO;27;99.016.621.007;FCIA VIDONI;AVELLANEDA 00340;CHOELE CHO;
;RIO NEGRO;27;99.016.622.005;PIREN HUAPI;BUSTILLO Y SAGITAR 00000;S C BARILO;
RIO NEGRO;RIO NEGRO;27;99.016.625.008;LOPEZ IBAÑEZ;ALBERTI 00196;CINCO SALT;R8303BHR
RIO NEGRO;RIO NEGRO;27;99.016.626.006;SAN PABLO;IRIGOYEN 01064;CIPOLLETTI;R8324GEN
;RIO NEGRO;27;99.016.627.004;DOCTOR PASTEUR;ELORDI 01190;S. C. BARI;
;RIO NEGRO;27;99.016.628.002;RODHE;RODHE Y BELGRANO 00000;GENERAL RO;
;RIO NEGRO;27;99.016.629.000;MICHELLI;VIEDMA Y CONESA 00000;LAS GRUTAS;
RIO NEGRO;RIO NEGRO;27;99.016.632.004;BALIANI;SAN MARTIN 00724;VIEDMA    ;R8500EQJ
RIO NEGRO;RIO NEGRO;27;99.016.633.002;SAN MARTIN IV;BUENOS AIRES 00933;GENERAL RO;R8332OPU
;RIO NEGRO;27;99.016.635.007;SIND. BANCARIA;TUCUMAN Y MITRE 00000;VIEDMA;
;RIO NEGRO;27;99.016.636.005;BOT DEL ROSARIO;AV DEL COMAHUE 00000;CHICHINALE;
;RIO NEGRO;27;99.016.637.003;VALLE MEDIO;RIVADAVIA 00522;LAMARQUE  ;
;RIO NEGRO;27;99.016.638.001;CARLINO;ALSINA 01298;GRAL ROCA ;
RIO NEGRO;RIO NEGRO;27;99.016.639.009;STUARDO ROMERO;H IRIGOYEN 00817;GENERAL RO;R8332GDG
;RIO NEGRO;27;99.016.640.007;REGINA;J B ALBERDI 00945;VILLA REGI;
RIO NEGRO;RIO NEGRO;27;99.016.644.009;MAZZEI;BVAR CONTIN 00594;VIEDMA    ;R8500GAD
RIO NEGRO;RIO NEGRO;27;99.016.645.006;VIDONI;CARDENAL CAGLIERO 01302;VIEDMA    ;R8500HCH
RIO NEGRO;RIO NEGRO;27;99.016.651.004;LA BOTICA S.C.S.;LAS ACACIAS 00930;CIPOLLETTI;R8324AOX
RIO NEGRO;RIO NEGRO;27;99.016.652.002;MARTINEZ;AV MARIANO MORENO 00314;CIPOLLETTI;R8324BIH
RIO NEGRO;RIO NEGRO;27;99.016.655.005;GIAMMI;A ZATTI 00064;VIEDMA    ;R8500AWD
RIO NEGRO;RIO NEGRO;27;99.016.658.009;MUCARCEL;LAS HERAS 01998;GRAL ROCA ;R8332IRX
RIO NEGRO;RIO NEGRO;27;99.016.662.001;ZONA VITAL NAHUEL;MORENO 00301;BARILOCHE ;R8400HJA
;RIO NEGRO;27;99.016.663.009;SIGMA;BERUTTI Y SARMIENT 00000;RIO COLORA;
;RIO NEGRO;27;99.016.664.007;DEL SOL;JUJUY Y C ZURITA 00000;CATRIEL   ;
;RIO NEGRO;27;99.016.666.002;ANDINA;AV SAN MARTIN 02243;EL BOLSON ;
;RIO NEGRO;27;99.018.752.008;QUILMES;PJ GUTIERREZ Y P M 00000;BARILOCHE ;
RIO NEGRO;RIO NEGRO;27;99.018.765.000;CARMELINO;MITRE 00355;GENERAL RO;R8332LDO
;RIO NEGRO;27;99.018.777.005;LAS GRUTAS;JACOBACCI Y VIEDMA 00000;LAS GRUTAS;
;RIO NEGRO;27;99.019.554.007;BAYINAY;25 DE MAYO 00188;CHOELE CHO;
;RIO NEGRO;27;99.019.680.000;LLOMAR II;GREG IBAÑEZ 00008;PIEDRABUEN;
;RIO NEGRO;27;99.019.757.006;LLOMAR III;SAN MARTIN 00566;SAN JULIAN;
;RIO NEGRO;27;99.019.926.007;CERRUTI;BELGRANO 00202;CERVANTES ;
RIO NEGRO;RIO NEGRO;27;99.020.161.008;OCHOA;25 DE MAYO 01038;VIEDMA    ;R8500EWB
;RIO NEGRO;27;99.020.186.005;RE;SAN MARTIN 00275;LAMARQUE  ;
;RIO NEGRO;27;99.020.248.003;DEL VALLE II;SAN MARTIN 00001;V REGINA  ;
;RIO NEGRO;27;99.020.250.009;AUSTRAL;AV SAN MARTIN 03251;EL BOLSON ;
RIO NEGRO;RIO NEGRO;27;99.020.295.004;CENTRAL;BUENOS AIRES 00099;VIEDMA    ;R8500FWK
;RIO NEGRO;27;99.020.348.001;NUEVA SABIN;SAN MARTIN 01298;S.ANTONIO;
RIO NEGRO;RIO NEGRO;27;99.020.382.000;ONELLI;ONELLI 00631;BARILOCHE ;R8400IAC
;RIO NEGRO;27;99.020.384.006;CHIMPAY;CEFERINO NAMUNCURA 00000;CHIMPAY   ;
RIO NEGRO;RIO NEGRO;27;99.020.956.001;UNIVERSIDAD;MENDOZA 02228;GENERAL RO;R8332KIF
;RIO NEGRO;27;99.021.223.005;SANTA LUCIA;LONQUIMAY ESQ LIMA 00000;S C BARILO;
;RIO NEGRO;27;99.021.224.003;COLON;COLON 00578;ING HUERGO;
;RIO NEGRO;27;99.021.325.008;ACUARIO;AV BUSTILLO KM 710 00000;BARILOCHE ;
RIO NEGRO;RIO NEGRO;27;99.021.594.009;9 DE JULIO II;GALLARDO 01031;BARILOCHE ;R8400DVI
RIO NEGRO;RIO NEGRO;27;99.021.679.008;TARICCO;DON BOSCO 00998;CIPOLLETTI;R8324FEN
;RIO NEGRO;27;99.021.750.007;FAVALORO;SARMIENTO Y PUEYRR 00000;EL BOLSON ;
RIO NEGRO;RIO NEGRO;27;99.021.895.000;BARBERIS;CLEMENTE ONELLI 00377;BARILOCHE ;R8400HZW
;RIO NEGRO;27;99.022.438.008;FARMA NOVA;AVELLANEDA 00349;LUIS BELTR;
;RIO NEGRO;27;99.022.439.006;SAN ROQUE;LUIS PASTEUR 00193;VILLA MANZ;
RIO NEGRO;RIO NEGRO;27;99.022.586.004;ZONA VITAL MITRE;MITRE 00609;BARILOCHE ;R8400HBW
;RIO NEGRO;27;99.022.588.000;ARGENTINA;SAN MARTIN Y J M J 00000;GRAL FERNA;
;RIO NEGRO;27;99.022.599.007;LIZASUAIN;ROQUE SAENZ PEÑA 00480;LUIS BELTR;
RIO NEGRO;RIO NEGRO;27;99.022.772.000;BROWN;ALTE BROWN 00425;BARILOCHE ;R8400CYS
;RIO NEGRO;27;99.022.777.009;DE PASQUALE;SAN MARTIN 00628;GRAL CONES;
;RIO NEGRO;27;99.022.854.006;MICHAY;SARMIENTO 02694;EL BOLSON ;
RIO NEGRO;RIO NEGRO;27;99.022.857.009;LOS ANDES;AV E BUSTILLO 13058;BARILOCHE;R8400NBZ
RIO NEGRO;RIO NEGRO;27;99.022.865.002;DEL SOL;ROCA 00002;CIPOLETTI ;R8324CRF
;RIO NEGRO;27;99.022.889.002;DEL PUEBLO;ESPAÑA 00252;CIPOLLETTI;
;RIO NEGRO;27;99.022.980.009;PERELLI;AUTOMOVIL CLUB ARG 01852;SAN ANTONI;
;RIO NEGRO;27;99.023.106.000;MEDARD;J J PASO 00357;VILLA REGI;
RIO NEGRO;RIO NEGRO;27;99.023.376.009;VISCONTI;12 DE OCTUBRE 01708;BARILOCHE ;R8400JBT
;RIO NEGRO;27;99.023.533.005;DEL COMAHUE;AV MITRE Y MARTIN 00000;VILLA REGI;
;RIO NEGRO;27;99.023.534.003;EL CONDOR;CALLE 69 00263;EL CONDOR ;
RIO NEGRO;RIO NEGRO;27;99.023.594.007;FARMACENTER;AV SAN MARTIN 00162;BARILOCHE ;R8400ONN
RIO NEGRO;RIO NEGRO;27;99.023.624.002;SERATTI;9 DE JULIO 00690;CIPOLLETTI;R8324EGJ
;RIO NEGRO;27;99.023.645.007;INTEGRAL SCS;AV CIPOLLETTI 00495;FERNANDEZ ;
;RIO NEGRO;27;99.023.678.008;CATRIEL;ROQUE SAENZ PEÑA 00240;CATRIEL   ;
;RIO NEGRO;27;99.023.679.006;ITALIA II;CIPOLLETTI 00371;VILLA REGI;
;RIO NEGRO;27;99.023.683.008;SAN JOSE;SAN MARTIN Y RIVAD 00000;RIO COLORA;
RIO NEGRO;RIO NEGRO;27;99.023.685.003;TUCUMAN;TUCUMAN 01545;GRAL ROCA ;R8332NZE
RIO NEGRO;RIO NEGRO;27;99.023.686.001;FARMAS;MITRE 01117;GRAL ROCA ;R8332LKK
RIO NEGRO;RIO NEGRO;27;99.023.763.008;SUYAI;VILLEGAS 00517;CIPOLLETTI;R8324DRU
;RIO NEGRO;27;99.023.980.008;ARAUCANA;DIAGONAL GUTIERREZ 00010;BARILOCHE ;
RIO NEGRO;RIO NEGRO;27;99.024.240.006;CASEROS;AV CASEROS 01302;VIEDMA    ;R8500CXB
;RIO NEGRO;27;99.024.557.003;SAN LUIS;AV BELGRANO 01450;SAN ANTONI;
RIO NEGRO;RIO NEGRO;27;99.024.558.001;DE LOS RIOS SCS;SAN MARTIN 00712;CIPOLLETTI;R8324DAV
;RIO NEGRO;27;99.024.827.000;MORALES;BELGRANO 00853;ING HUERGO;
;RIO NEGRO;27;99.024.894.000;FARMADIEZZ;LIBANO 03015;EL BOLSON ;
;RIO NEGRO;27;99.024.915.003;SANTA ISABEL;COLON 00300;ING HUERGO;
;RIO NEGRO;27;99.024.928.006;TELLECHEA;BARILOCHE 00320;LAS GRUTAS;
;RIO NEGRO;27;99.025.045.008;RAICES;FRAY LUIS BELTRAN 00599;VILLA REGI;
;RIO NEGRO;27;99.025.131.006;BOT DE FARMACIA COLON;CALLE 4 00565;MAINQUE   ;
;RIO NEGRO;27;99.025.167.000;FCIA SIND BANCARIA SAN ANTON;BELGRANO Y VICTORI 00000;SAN ANTONI;
;RIO NEGRO;27;99.025.187.008;SIND BANCARIA RIO COLORADO;SARMIENTO Y ROCA 00000;RIO COLORA;
;RIO NEGRO;27;99.025.260.003;DEL ROSARIO;SAN MARTIN 00434;LAMARQUE  ;
RIO NEGRO;RIO NEGRO;27;99.025.594.005;SINDICAL A.E.C. VIEDMA;ALVARO BARROS 00268;VIEDMA    ;R8500HKL
;RIO NEGRO;27;99.025.701.006;OBAJ;JULIO A ROCA 00490;CERVANTES ;
;RIO NEGRO;27;99.025.829.005;DEL VALLE V;MITRE 00482;VILLA REGI;
;RIO NEGRO;27;99.025.976.004;SINDICAL BANCARIA SIERRA GRA;BAHIA BLANCA 00190;SIERRA GRA;
;RIO NEGRO;27;99.026.030.009;CABARROU;AVELLANEDA 00515;LUIS BELTR;
;RIO NEGRO;27;99.027.499.005;DEL CENTRO;TOMAS ORELL 00219;ALLEN     ;
;RIO NEGRO;27;99.027.531.005;DON OLEGARIO;REMEDIOS DE ESCALA 01124;VALCHETA  ;
;RIO NEGRO;27;99.027.549.007;DEL PUEBLO;AV BELGRANO 00543;EL BOLSON ;
RIO NEGRO;RIO NEGRO;27;99.027.653.007;ESTUARDO ROMERO II;TUCUMAN 00201;GENERAL RO;R8332NYA
RIO NEGRO;RIO NEGRO;27;99.027.656.000;AMBAR;25 DE MAYO 00864;GRAL ROCA ;R8332PZV
RIO NEGRO;RIO NEGRO;27;99.027.666.009;CRUZ DEL SUR;AV ALEM 01875;CIPOLLETTI;R8324DGU
RIO NEGRO;RIO NEGRO;27;99.027.783.002;AVENIDA;JOSE MARIA GUIDO 01015;VIEDMA    ;R8500BYK
;RIO NEGRO;27;99.027.834.003;DIAGONAL;DIAGONAL CAPRARO 01301;S.C.BARILO;
RIO NEGRO;RIO NEGRO;27;99.027.847.005;FARMA SUR;SAN MARTIN 00411;VIEDMA    ;R8500EQC
;RIO NEGRO;27;99.028.114.009;ARRAYAN;SAN MARTIN 00501;ALLEN     ;
RIO NEGRO;RIO NEGRO;27;99.028.269.001;GALLARDO;GALLARDO 00218;BARILOCHE ;R8400DUR
RIO NEGRO;RIO NEGRO;27;99.028.270.009;PANICERES;TUCUMAN 00565;GRAL ROCA ;R8332NYI
;RIO NEGRO;27;99.028.363.002;RIO;JUAN B JUSTO 00699;RIO COLORA;
;RIO NEGRO;27;99.028.372.003;SU FARMACIA;ROQUE SAENZ PEÑA 00100;CATRIEL   ;
RIO NEGRO;RIO NEGRO;27;99.029.321.009;GAZZOLA;AV ALEM 00565;CIPOLETTI ;R8324CQW
RIO NEGRO;RIO NEGRO;27;99.029.393.008;FARMAVIDA;HIPOLITO IRIGOYEN 01055;GRAL ROCA ;R8332GDK
RIO NEGRO;RIO NEGRO;27;99.029.430.008;VIRGEN DEL ROSARIO;AV SARMIENTO 00571;CINCO SALT;R8303AHC
;RIO NEGRO;27;99.029.510.007;PATAGONICA;DIAG CAPRARO 01050;BARILOCHE ;
;RIO NEGRO;27;99.029.632.009;CATRIEL II;CLEMENTE ZURITA 00123;CATRIEL   ;
RIO NEGRO;RIO NEGRO;27;99.029.733.005;TOTAL;ANGEL GALLARDO 00071;BARILOCHE;R8400DUM
RIO NEGRO;RIO NEGRO;27;99.029.828.003;DON ZATTI;RIVADAVIA 00316;VIEDMA    ;R8500DSF
RIO NEGRO;RIO NEGRO;27;99.029.835.008;COSTANZO;AV ROCA 01152;GRAL ROCA ;R8332IXN
RIO NEGRO;RIO NEGRO;27;99.029.843.002;CEVOLI;25 DE MAYO 00401;VIEDMA    ;R8500DPY
RIO NEGRO;RIO NEGRO;27;99.030.082.004;FARMAJUR;PUEYRREDON 00601;VIEDMA    ;R8500DMA
RIO NEGRO;RIO NEGRO;27;99.030.130.001;FARMACENTRO;TUCUMAN 01035;G ROCA    ;R8332NYS
;RIO NEGRO;27;99.030.153.003;VAZQUEZ;SARMIENTO 00121;VILLA REGI;
;RIO NEGRO;27;99.030.273.009;ATENEA;AVDA MITRE 01035;VILLA REGI;
;RIO NEGRO;27;99.030.279.006;ANDINA;MOSCONI Y ARGENTIN 00000;CATRIEL   ;
;RIO NEGRO;27;99.030.299.004;CIUDAD;TOMAS ORELL 00382;ALLEN;
RIO NEGRO;RIO NEGRO;27;99.030.516.001;DEL CENTRO;ROCA 00607;CIPOLETTI ;R8324CRQ
;RIO NEGRO;27;99.030.521.001;BARRIO SAN CAYETANO;ALSINA 00010;GRAL ROCA ;
;RIO NEGRO;27;99.030.620.001;EL PORTAL;BELGRANO 00083;CHICHINALE;
;RIO NEGRO;27;99.030.670.006;DEL CENTRO;SAN MARTIN 00517;CATRIEL   ;
RIO NEGRO;RIO NEGRO;27;99.030.785.002;VAZQUEZ;JOSE MARIA GUIDO 01408;VIEDMA    ;R8500BYT
;RIO NEGRO;27;99.030.831.004;LAS VICTORIAS;AV LAS VICTORIAS 00026;BARILOCHE;
RIO NEGRO;RIO NEGRO;27;99.030.864.005;AREVALO;RIVADAVIA 00505;CIPOLLETI ;R8324EHG
;RIO NEGRO;27;99.030.916.003;RAM GEL;CIPOLLETTI 01003;V REGINA  ;
;RIO NEGRO;27;99.030.917.001;FARM SINDICAL BANCARIA II;BOULEVARD CONTIN 00408;RIO NEGRO ;
RIO NEGRO;RIO NEGRO;27;99.030.969.002;AUSTRAL;MENGELLE 01788;CIPOLLETI ;R8324EAB
;RIO NEGRO;27;99.031.000.005;LA PLATA;LA PLATA 00202;RIO NEGRO ;
;RIO NEGRO;27;99.031.064.001;FARMAONCE SCS;SAN MARTIN 02075;EL BOLSON ;
;RIO NEGRO;27;99.031.065.008;SAGGINA;CIPOLLETTI 00208;VILLA REGI;
;RIO NEGRO;27;99.031.088.000;AVENIDA MAX WEDER;ANGEL GALLARDO 00395;RIO NEGRO ;
RIO NEGRO;RIO NEGRO;27;99.031.096.003;FARMACENTER II;SAN MARTIN 00598;BARILOCHE ;R8400OPF
;RIO NEGRO;27;99.031.110.002;FLEMING;AV CIPOLLETTI  00162;CINCO SALT;
RIO NEGRO;RIO NEGRO;27;99.031.336.003;NUEVA PASTEUR;25 DE MAYO 00813;VIEDMA    ;R8500EUI
;RIO NEGRO;27;99.031.456.009;GILMORE SCS;BARTOLOME MITRE 00802;RIO NEGRO ;
;RIO NEGRO;27;99.031.828.009;BANCARIA CHOELE CHOEL;ROCA 00258;CHOELE CHO;
;RIO NEGRO;27;99.031.829.007;BANCARIA VILLA REGINA;LAS HERAS 00167;V REGINA;
RIO NEGRO;RIO NEGRO;27;99.031.830.005;BANCARIA GENERAL ROCA;VILLEGAS 00752;GRAL ROCA;R8332EYJ
RIO NEGRO;RIO NEGRO;27;99.031.832.001;BANCARIA CIPOLLETTI;JULIO A ROCA 00865;CIPOLLETTI;R8324CRW
RIO NEGRO;RIO NEGRO;27;99.031.834.007;BANCARIA BARILOCHE;ELORDI 00520;BARILOCHE;R8400DEV
