provincia;ugl;c_ugl;id_farm;nombre_farmacia;direccion;localidad;cp
;CORDOBA;3;99.022.446.001;VILLA GIARDINO;SAN MARTIN 00105;VILLA GIAR;
CORDOBA;CORDOBA;3;99.022.456.000;BUCCI;TUCUMAN 02255;CORDOBA   ;X5003DEY
CORDOBA;CORDOBA;3;99.022.472.007;MEDICARLO RED SUC.I;27 DE ABRIL 00399;CORDOBA   ;X5001IOH
CORDOBA;CORDOBA;3;99.022.486.007;GUERRERO;AV JUAN B JUSTO 02643;CORDOBA   ;X5003OUP
CORDOBA;CORDOBA;3;99.022.496.006;CHICONI;ESPERANZA 01700;RIO TERCER;X5850HFQ
;CORDOBA;3;99.022.503.009;GUEVEL;BELGRANO 00474;ONCATIVO  ;
CORDOBA;CORDOBA;3;99.022.518.007;COLON;AV COLON 00502;CORDOBA   ;X5003DIH
;CORDOBA;3;99.022.521.001;PONTE III;FRAY JUSTO SANTA M 00057;RIO TERCER;
CORDOBA;CORDOBA;3;99.022.549.002;DEL CERRO;GREGORIO GAVIER 01922;CORDOBA   ;X5000NBW
;CORDOBA;3;99.022.554.002;DEL PUEBLO;ESPAÑA 00109;ALTA GRACI;
CORDOBA;CORDOBA;3;99.022.561.007;SORAIRE;ARTURO CAPDEVILA 00156;CORDOBA   ;X5002SIM
CORDOBA;CORDOBA;3;99.022.598.009;CATEDRAL II;25 DE MAYO 00151;CORDOBA   ;X5000MWD
;CORDOBA;3;99.022.622.007;FARMACENTRO;SAN MARTIN 00111;ARROYITO  ;
;CORDOBA;3;99.022.624.003;LA QUEBRADA;AV SAN MARTIN 06602;RIO CEBALL;
CORDOBA;CORDOBA;3;99.022.695.003;N S FARMACIA;CHACABUCO 01181;CORDOBA   ;X5004QLS
;CORDOBA;3;99.022.700.001;ANA LONDERO DE ARGUELLO;SAN MARTIN 03895;COLONIA CA;
;CORDOBA;3;99.022.703.005;SANCOR MEDICINA PRIVADA;SAN JUSTO 00463;BRINKMANN ;
CORDOBA;CORDOBA;3;99.022.705.000;FERNANDEZ;MORENO 00256;SAN FRANCI;X2400FPC
;CORDOBA;3;99.022.759.007;CARLOS PAZ;AV SAN MARTIN 01720;CARLOS PAZ;
;CORDOBA;3;99.022.760.005;FARMACENTRO;BELGRANO 00120;GRAL DEHEZ;
;CORDOBA;3;99.022.776.001;CANGALLO;BV CANGALLO 03242;TOLEDO    ;
;CORDOBA;3;99.022.796.009;TABARES;LEANDRO N ALEM 01082;RIO SEGUND;
;CORDOBA;3;99.022.800.009;ARDILES;TUCUMAN 00983;COSQUIN   ;
;CORDOBA;3;99.022.807.004;SANTA LUCIA;DR LAMELAS 00121;S M LASPIU;
;CORDOBA;3;99.022.813.002;SAN NICOLAS;RUTA PROV E 53 00000;LA GRANJA ;
;CORDOBA;3;99.022.818.001;SANTA CRUZ;J B ALBERDI Y GRAL 00000;PILAR     ;
;CORDOBA;3;99.022.821.005;DEL SUPER;AV SAN MARTIN 01125;COSQUIN   ;
CORDOBA;CORDOBA;3;99.022.835.005;DEL SOL;CASEROS 00185;RIO TERCER;X5850GET
;CORDOBA;3;99.022.845.004;FERNANDA;AV CARCANO 00898;CARLOS PAZ;
;CORDOBA;3;99.022.876.009;MARTIN RUIZ;TOMAS GARZON 00785;PILAR     ;
;CORDOBA;3;99.022.877.007;SAN ANDRES;SAN MARTIN 00947;RIO SEGUND;
;CORDOBA;3;99.022.893.004;FAVARO DE VACONDIO;PEDRO MOLINA 00300;ALMAFUERTE;
;CORDOBA;3;99.022.899.001;P DON BOSCO;DON BOSCO 01536;COLONIA CA;
CORDOBA;CORDOBA;3;99.022.900.007;FARMACITY SUC 59 VELEZ S;VELEZ SARSFIELD 00292;CORDOBA   ;X5003RDS
CORDOBA;CORDOBA;3;99.022.937.009;SINDICAL SUTIAGA;PARANA 00497;CORDOBA   ;X5002CKX
CORDOBA;CORDOBA;3;99.022.939.005;ASOC.MUT.CHOFERES DE TA;JUAN B JUSTO 00364;VA. CARLOS;X5152BPF
CORDOBA;CORDOBA;3;99.022.940.003;FARMACITY 58 SUC COLON;AV COLON 00066;CORDOBA   ;X5003DEP
;CORDOBA;3;99.022.941.001;ASOCIACION MUTUAL CHOF. TAXI;AV LOS SAUCES 00400;V. C. PAZ ;
CORDOBA;CORDOBA;3;99.022.999.009;FARMACITY SUC 60 CERRO LAS R;AV RAFAEL NUÑEZ 04053;CORDOBA   ;X5003QHF
CORDOBA;CORDOBA;3;99.023.002.001;SU FARMACIA;ROBERTO CAYOL 03150;CORDOBA   ;X5005CNP
;CORDOBA;3;99.023.018.007;HOSPITAL PRIVADO IV;F L BELTRAN Y CARD 00000;CORDOBA   ;
;CORDOBA;3;99.023.039.003;PEREZ ALVAREZ II;CORDOBA 00479;BELL VILLE;
;CORDOBA;3;99.023.040.001;FOSSATI;GRAL ROCA 00538;LEONES    ;
;CORDOBA;3;99.023.045.000;DEL CENTRO;SARMIENTO 00436;LA FALDA;
;CORDOBA;3;99.023.056.007;PETITTI;SAUL MOYANO 00149;LA CALERA ;
CORDOBA;CORDOBA;3;99.023.100.003;MUNDIAL IV;AV RAFAEL NUÑEZ 04406;CORDOBA   ;X5003QHY
CORDOBA;CORDOBA;3;99.023.101.001;NUEVA DEL CARMEN;BELGRANO 00411;V DOLORES ;X5870EFZ
;CORDOBA;3;99.023.126.008;LA RED;9 DE JULIO 00709;GRAL CABRE;
;CORDOBA;3;99.023.159.009;SCERBO I;AV SAN MARTIN 03696;COL. CAROY;
;CORDOBA;3;99.023.176.003;SAN MARTIN;SAN MARTIN 00056;ALTA GRACI;
;CORDOBA;3;99.023.178.009;FARMACIA B + B;OLMOS MZA 1 CASA 00014;CORDOBA   ;
CORDOBA;CORDOBA;3;99.023.183.009;AMADEO;AV SABATTINI 02630;CORDOBA   ;X5003NMS
;CORDOBA;3;99.023.184.007;DEL PUEBLO;AV INTENDENTE RICO 00058;MONTE CRIS;
CORDOBA;CORDOBA;3;99.023.185.004;IDRIS;AV COLON 02173;CORDOBA   ;X5003DXY
;CORDOBA;3;99.023.186.002;SANCOR MEDICINA PRIVADA;BV ILLIA 00794;MORTEROS  ;
CORDOBA;CORDOBA;3;99.023.192.000;MEDITERRANEA;BUENOS AIRES 00256;CORDOBA   ;X5004QBT
;CORDOBA;3;99.023.194.006;SUCRE;SUCRE 00291;CORDOBA   ;
CORDOBA;CORDOBA;3;99.023.198.007;NEWBERY;TTE RAUL GOUBAT 05444;CORDOBA   ;X5000BLC
CORDOBA;CORDOBA;3;99.023.199.005;DE LA RUTA;AV ARMADA ARGENTIN 02134;CORDOBA   ;X5002RVU
CORDOBA;CORDOBA;3;99.023.200.001;RIO;AV RECTA MARTINELL 08254;CORDOBA   ;X5002KRM
CORDOBA;CORDOBA;3;99.023.201.009;MILAGROS;HUASCHA 03095;CORDOBA   ;X5000QSX
;CORDOBA;3;99.023.203.005;SAN LUIS;ARENALES 00461;DESPEÑADER;
;CORDOBA;3;99.023.205.000;PEHUEN;AV BODEREAU 01617;VILLA ALLE;
CORDOBA;CORDOBA;3;99.023.206.008;FARMAYOFRE;ALTOLAGUIRRE 02112;CORDOBA   ;X5000LCK
CORDOBA;CORDOBA;3;99.023.211.008;PALAZZINI 2;AV FUERZA AEREA 02736;CORDOBA   ;X5003OCO
;CORDOBA;3;99.023.213.004;MARIELA SALVETI;SAN JERONIMO 03278;SAN VICENT;
;CORDOBA;3;99.023.219.001;ARPRA;AV SAN MARTIN 01049;CARLOS PAZ;
;CORDOBA;3;99.023.221.007;COSTA AZUL;I S BACH 00078;CARLOS PAZ;
;CORDOBA;3;99.023.222.005;DE BLAS I;AV JUAN B JUSTO 01401;JESUS MARI;
;CORDOBA;3;99.023.223.003;CENTRO EMP COMERCIO;LUIS MORELLI 00253;LAS VARILL;
;CORDOBA;3;99.023.227.004;SINDICAL A E C LUQUE;9 DE JULIO 00951;LUQUE     ;
;CORDOBA;3;99.023.228.002;MUTUAL HIPOLITO YRIGOYEN;GENERAL PAZ 00365;VILLA MARI;
;CORDOBA;3;99.023.230.008;UNION OBREROS Y EMPLEADOS;RODRIGUEZ PEÑA 00352;CORDOBA   ;
CORDOBA;CORDOBA;3;99.023.232.004;MUT CONSTRUCTORES DE CBA;DEAN FUNES 00862;CORDOBA   ;X5000CYU
;CORDOBA;3;99.023.234.000;SOBREMONTE;HERRERO Y GUZMAN 00002;CORDOBA;
CORDOBA;CORDOBA;3;99.023.235.007;VIGLIONE;URQUIZA 04301;CORDOBA   ;X5001FMT
;CORDOBA;3;99.023.240.007;SAN ANTONIO;25 DE MAYO 00236;OBISPO TRE;
CORDOBA;CORDOBA;3;99.023.252.002;IBARRA;CENOBIO SOTO 00199;V DOLORES ;X5870DMH
CORDOBA;CORDOBA;3;99.023.255.005;ZELARAYAN;TRISTAN DE TEJEDA 00416;CORDOBA   ;X5003CSZ
;CORDOBA;3;99.023.257.001;MAGNA I;AV SAN MARTIN 00250;COLONIA CA;
;CORDOBA;3;99.023.258.009;SAN JOSE;9 DE JULIO 00372;JUSTINIANO;
;CORDOBA;3;99.023.259.007;HERNANDEZ;SARMIENTO 00630;VILLA MARI;
;CORDOBA;3;99.023.262.001;MOLINENGO;BUENOS AIRES 00000;CHILIBROST;
;CORDOBA;3;99.023.263.009;LOS ANGELES;AV ESPAÑA 01253;ARIAS     ;
;CORDOBA;3;99.023.266.002;NOBILE;OLMOS 00002;TRANSITO  ;
;CORDOBA;3;99.023.267.000;PEREZ CABRERA;EL OMBU 00234;JUAREZ CEL;
;CORDOBA;3;99.023.268.008;BIROUSTE;AV DE MAYO 00033;ALTA GRACI;
CORDOBA;CORDOBA;3;99.023.270.004;FERRONI;SAN MARTIN 01141;CRUZ ALTA ;X2189BOO
;CORDOBA;3;99.023.271.002;RIO CEBALLOS;AV SAN MARTIN 06036;RIO CEBALL;
;CORDOBA;3;99.023.275.003;MODERNA II;BUENOS AIRES 01301;VILLA MARI;
CORDOBA;CORDOBA;3;99.023.276.001;POTOSI;JACINTO RIOS 01401;CORDOBA   ;X5000SYZ
;CORDOBA;3;99.023.277.009;SANTA LUCIA;ALTE BROWN 00080;CRUZ DEL E;
;CORDOBA;3;99.023.278.007;AVENIDA;AV HIPOLITO YRIGOY 00936;ALTA GRACI;
;CORDOBA;3;99.023.279.005;ROSSI;INTENDENTE MATTA 00297;ONCATIVO  ;
;CORDOBA;3;99.023.280.003;FARMAX II;LAS HERAS 00151;ONCATIVO  ;
CORDOBA;CORDOBA;3;99.023.281.001;JOAQUIN;AV PARRAVICINI 03167;CORDOBA   ;X5000KCJ
CORDOBA;CORDOBA;3;99.023.282.009;GALLARA;ALBERDI 00225;SAN FRANCI;X2400IJT
CORDOBA;CORDOBA;3;99.023.283.007;MISTERO DE BITTOLO;CAYETANO RODRIGUEZ 00205;CORDOBA   ;X5000LQR
;CORDOBA;3;99.023.284.005;ANDJELIC;JOSE INGENIEROS 00042;GRAL DEHEZ;
;CORDOBA;3;99.023.286.000;DOMINGUEZ;SAN MARTIN 03110;UNQUILLO  ;
CORDOBA;CORDOBA;3;99.023.288.006;SAN VICENTE;SAN JERONIMO 02594;CORDOBA   ;X5002OQM
;CORDOBA;3;99.023.289.004;LUCA;SARMIENTO 00245;LUCA;
;CORDOBA;3;99.023.290.002;SUCESION MONETTI;25 DE MAYO 00298;HERNANDO  ;
CORDOBA;CORDOBA;3;99.023.291.000;SOTO;FELIPE ERDMAN 00169;V DOLORES ;X5870EOH
;CORDOBA;3;99.023.293.006;JUAREZ;SIMON BOLIVAR 00916;LA CALERA ;
;CORDOBA;3;99.023.294.004;JUSTINO PEREZ II;GENERAL PAZ 00202;BELL VILLE;
;CORDOBA;3;99.023.296.009;AVENIDA CENTENARIO;AV CENTENARIO 00415;NOETINGER;
CORDOBA;CORDOBA;3;99.023.298.005;ALVAREZ;HIPOLITO YRIGOYEN 00401;V DOLORES ;X5870AAL
;CORDOBA;3;99.023.299.003;BELLA VISTA;AV SAN MARTIN 02498;STA MARIA ;
;CORDOBA;3;99.023.301.007;MANCHADO;SAN MARTIN 00236;UCACHA    ;
;CORDOBA;3;99.023.302.005;SOLARI;AV BELGRANO 02002;V DOLORES ;
;CORDOBA;3;99.023.304.001;SANTA MARIA DE PUNILLA;SAN MARTIN 01790;SANTA MARI;
;CORDOBA;3;99.023.307.004;DRUETTA;MENDOZA 01655;MONTE MAIZ;
;CORDOBA;3;99.023.308.002;SAN JUAN;SAN JUAN 00705;RIO SEGUND;
CORDOBA;CORDOBA;3;99.023.313.002;FARMAHORRO SAN FRANCISCO;BV 25 DE MAYO 01872;SAN FRANCI;X2400KOW
;CORDOBA;3;99.023.315.007;CATINARI;MANUEL BELGRANO 00460;GRAL BALDI;
;CORDOBA;3;99.023.318.001;FARMSALUD;MONSEÑOR GALLARDO 00542;OLIVA     ;
;CORDOBA;3;99.023.319.009;AYCAN;AV VALPARAISO 03985;CORDOBA   ;
;CORDOBA;3;99.023.320.007;MENEGUINI;SARMIENTO 00256;PASCANAS  ;
CORDOBA;CORDOBA;3;99.023.321.005;BUENOS AIRES;BV BUENOS AIRES 00198;SAN FRANCI;X2400HSO
;CORDOBA;3;99.023.325.006;FILOMENI;CORDOBA Y BOLIVAR 00000;CHAJAN;
;CORDOBA;3;99.023.326.004;TOLEDO;SAN MARTIN 00895;ELCANO    ;
;CORDOBA;3;99.023.327.002;POLO;GOYCOCHEA 00038;VILLA ALLE;
;CORDOBA;3;99.023.330.006;CORDOBA 585;CORDOBA 00585;SANTA ROSA;
;CORDOBA;3;99.023.332.002;DREYER;9 DE JULIO 00627;MONTE BUEY;
;CORDOBA;3;99.023.335.005;ROSALES;LAFOURCADE Y SANTA 00000;ROSALES   ;
CORDOBA;CORDOBA;3;99.023.336.003;CORBELLA DE GRAU;LOS GRANADEROS 02108;CORDOBA   ;X5004RTB
;CORDOBA;3;99.023.339.007;CORVINO;DEAN FUNES 00602;INRIVILLE ;
;CORDOBA;3;99.023.342.001;JAQUEMOD;BV S PEÑA 00328;SAN FCO   ;
CORDOBA;CORDOBA;3;99.023.343.009;TRINIDAD;AV PATRIA 00405;CORDOBA;X5003QBN
;CORDOBA;3;99.023.345.004;NORA MARTIN;REMEDIOS DE ESCAL 00000;NONO      ;
CORDOBA;CORDOBA;3;99.023.346.002;OLMOS;LA RIOJA 02306;CORDOBA   ;X5001GFY
;CORDOBA;3;99.023.349.006;DEL LAGO;9 DE JULIO 00320;CARLOS PAZ;
;CORDOBA;3;99.023.356.001;GRACIELA;AV MITRE 00397;RIO PRIMER;
CORDOBA;CORDOBA;3;99.023.360.003;RODRIGUEZ DE MORELLI;AV LOS PLATANOS 01408;CORDOBA   ;X5003PKK
CORDOBA;CORDOBA;3;99.023.361.001;DE SAN ROQUE;CATAMARCA 02600;CORDOBA   ;X5005CJP
;CORDOBA;3;99.023.362.009;DEL LOURDES;BARRIO SARMIENTO 00743;LA PARA   ;
CORDOBA;CORDOBA;3;99.023.364.005;MUTUAL AMUR;BV 25 DE MAYO 02133;SAN FRANCI;X2400KPF
;CORDOBA;3;99.023.366.000;ALBIÑANA;M 35 CASA 8 CERVEC 00000;CORDOBA   ;
;CORDOBA;3;99.023.367.008;VASALLO;SALTA Y 1RO DE MAY 00000;S FRANCISC;
;CORDOBA;3;99.023.368.006;ALLADIO;SARMIENTO 00079;BELL VILLE;
;CORDOBA;3;99.023.374.004;CORDOBESA;L 8 MZA 127 BO POL 00000;ARGUELLO  ;
;CORDOBA;3;99.023.382.007;SARJANOVICH II;SARMIENTO 00531;COSQUIN   ;
;CORDOBA;3;99.023.383.005;ALCALINO;RIVADAVIA 00565;ARROYO CAB;
CORDOBA;CORDOBA;3;99.023.386.008;DE LOS ANGELES II;FELIX PAZ 00510;CORDOBA   ;X5000JIG
;CORDOBA;3;99.023.394.002;QUINTEROS;9 DE JULIO 00180;CALCHIN   ;
;CORDOBA;3;99.023.396.007;SAN MARTIN;SAN MARTIN 00221;CRUZ DEL E;
;CORDOBA;3;99.023.398.003;BAUDINO;B RIVADAVIA 00230;POZO DEL M;
;CORDOBA;3;99.023.400.007;CAMPREGHER;CORDOBA 00398;DEAN FUNES;
;CORDOBA;3;99.023.402.003;BENENCIO;JUAN B ALBERDI 01276;PILAR     ;
;CORDOBA;3;99.023.403.001;LLADOS;LEANDRO N ALEM 01260;RIO SEGUND;
;CORDOBA;3;99.023.404.009;DE MI CIUDAD;12 DE OCTUBRE 00153;HERNANDO  ;
;CORDOBA;3;99.023.405.006;CENTRO;M BALESTRINI 00329;ETRURIA   ;
;CORDOBA;3;99.023.406.004;QUASSOLO III;RODOLFO MOYANO 00698;OLIVA     ;
;CORDOBA;3;99.023.407.002;ERIKA MURIALDO;AV CENTENARIO 00232;NOETINGER ;
;CORDOBA;3;99.023.408.000;REBOLA;HIPOLITO IRIGOYEN 00498;LAS JUNTUR;
;CORDOBA;3;99.023.409.008;PIACENTINI;AV SAN JUAN 00252;PAMPAYASTA;
;CORDOBA;3;99.023.412.002;FASOLIS AICARDI;BV SABATTINI 00464;JAMES CRAI;
CORDOBA;CORDOBA;3;99.023.415.005;LOURDES;JUAN B JUSTO 03852;CORDOBA   ;X5003OWQ
;CORDOBA;3;99.023.421.003;OLMOS;ITUZAINGO Y REPUBL 00000;TOLEDO    ;
;CORDOBA;3;99.023.430.004;NUEVA ROSA;SAN MARTIN 01901;COLONIA CA;
CORDOBA;CORDOBA;3;99.023.443.007;MUTUAL MAS;ENTRE RIOS 00364;CORDOBA;X5004RJZ
;CORDOBA;3;99.023.444.005;CARCANO;AV CARCALLO 00702;MUÑOZ     ;
CORDOBA;CORDOBA;3;99.023.445.002;SAN CAMILO;BV DE LOS ALEMANES 05851;CORDOBA   ;X5004QPE
CORDOBA;CORDOBA;3;99.023.446.000;SAVIMED;24 DE SEPTIEMBRE 01236;CORDOBA   ;X5002KMO
CORDOBA;CORDOBA;3;99.023.447.008;BORRIONE DE FARIAS;MAESTRO VIDAL 00687;CORDOBA   ;X5001LJZ
;CORDOBA;3;99.023.449.004;MAICHA HUASI;AV ARGENTINA 00703;ICHO CRUZ ;
CORDOBA;CORDOBA;3;99.023.450.002;NUEVA ITATI;AV MALVINAS ARGENT 02499;CORDOBA   ;X5003PBH
CORDOBA;CORDOBA;3;99.023.451.000;MARTINEZ;RECONQUISTA 03833;CORDOBA   ;X5002KND
CORDOBA;CORDOBA;3;99.023.453.006;SAGRADO CORAZON I;AGUSTIN GARZON 04809;CORDOBA   ;X5005BQE
;CORDOBA;3;99.023.454.004;AYACUCHO;AV JUAN B JUSTO 04092;AYACUCHO  ;
;CORDOBA;3;99.023.455.001;REYES DE RIVERO;AV ROQUE SAENZ PEÑ 00364;VILLA ALLE;
;CORDOBA;3;99.023.456.009;BIOTTI;BV MITRE 00869;SACANTA   ;
;CORDOBA;3;99.023.457.007;ADRIAN;LIBERTAD 01001;SAN MARCOS;
;CORDOBA;3;99.023.459.003;CANDIL;REMEDIOS DE ESCALA 00109;RIO CEBALL;
;CORDOBA;3;99.023.461.009;FARMAGEN;25 DE MAYO 00401;V DEL ROSA;
CORDOBA;CORDOBA;3;99.023.463.005;SANTISO II;AV COLON 01395;CORDOBA   ;X5003DPY
CORDOBA;CORDOBA;3;99.023.465.000;SCURTI;ALTOLAGUIRRE 02515;CORDOBA   ;X5000LFH
;CORDOBA;3;99.023.470.000;EL SOL DEL OESTE;INDEPENDENCIA 00000;CURA BROCH;
CORDOBA;CORDOBA;3;99.023.473.004;BOTICA GENERAL PAZ;24 DE SEPTIEMBRE 02299;CORDOBA;X5002KXV
CORDOBA;CORDOBA;3;99.023.475.009;FUTURA;BONAIRE 02095;CORDOBA   ;X5004PMQ
;CORDOBA;3;99.023.478.003;FARMASIERRAS;AV BELGRANO 00520;CURA BROCH;
;CORDOBA;3;99.023.479.001;DE LA PLAZA;FERNANDO COSADO 01997;CORDOBA;
CORDOBA;CORDOBA;3;99.023.480.009;BRANDANA;AV VILLAVICENCIO 01096;CORDOBA   ;X5003NPU
;CORDOBA;3;99.023.481.007;BELGAUSS;CARLOS GAUSS 05148;ARGUELLO  ;
;CORDOBA;3;99.023.484.001;SANTA ROSA DE LIMA;SAN MARTIN 00258;COLONIA AL;
;CORDOBA;3;99.023.485.008;AVENIDA;SARMIENTO 01102;RIO SEGUND;
CORDOBA;CORDOBA;3;99.023.486.006;NATALE;AV DONATO ALVAREZ 07377;CORDOBA   ;X5005BLY
;CORDOBA;3;99.023.489.000;ROBLEDO;AV PERON 00465;SAN JOSE D;
;CORDOBA;3;99.023.494.000;RUTH;ACASTELLI 00415;SALDAN    ;
;CORDOBA;3;99.023.500.004;CATALINA I;H IRIGOYEN 00049;SANTA ROSA;
;CORDOBA;3;99.023.502.000;F & S;BV 25 DE MAYO 01218;FREYRE    ;
CORDOBA;CORDOBA;3;99.023.513.007;VIRGEN DEL VALLE;AV JUAN B JUSTO 09637;CORDOBA   ;X5002NSZ
;CORDOBA;3;99.023.515.002;ASIS;ELPIDIO GONZALEZ 00065;VILLA ALLE;
CORDOBA;CORDOBA;3;99.023.517.008;LOBAIZA;AV VUCETICH 07195;CORDOBA   ;X5003GAQ
;CORDOBA;3;99.023.519.004;REBAUDENGO;ARTURO CAPDEVILA 00130;CALCHIN OE;
;CORDOBA;3;99.023.520.002;LAMANTIA;PJE A P JUSTO 00350;TRANSITO  ;
CORDOBA;CORDOBA;3;99.023.522.008;CRISTO REDENTOR;AV NORES MARTINEZ 02836;CORDOBA   ;X5003QSO
;CORDOBA;3;99.023.524.004;DEL SUBNIVEL;MITRE 00052;VILLA MARI;
;CORDOBA;3;99.023.525.001;CRUZ DEL EJE;ALVEAR 00521;CRUZ DEL E;
;CORDOBA;3;99.023.537.006;REAL;GOYCOCHEA Y BODERE 00000;VILLA ALLE;
;CORDOBA;3;99.023.539.002;FERRANTI;ITALIA 01075;CAMILO ALD;
;CORDOBA;3;99.023.555.008;LUCRECIA PEREZ;VELEZ SARSFIELD 00847;JUSTINIANO;
;CORDOBA;3;99.023.556.006;PICCA;TUCUMAN 00623;RIO SEGUND;
CORDOBA;CORDOBA;3;99.023.574.009;HOSPITAL PRIVADO II;SARGENTO CABRAL 01374;CORDOBA   ;X5002RKS
;CORDOBA;3;99.023.612.007;MAROCCO;AVELLANEDA 00158;LABORDE   ;
;CORDOBA;3;99.023.744.008;DE LA CLINICA;LAS MAGNOLIAS 00091;VILLA GRAL;
;CORDOBA;3;99.023.745.005;BERSANO;ESPAÑA 01131;ARIAS     ;
;CORDOBA;3;99.023.746.003;ARAYA CICCARELLI;AV LOS CHAÑARES 00165;CORDOBA   ;
;CORDOBA;3;99.023.747.001;PALERMO;E GONZALEZ 00244;VILLA MARI;
;CORDOBA;3;99.023.748.009;MARCOS ACOSTA;BELGRANO 01076;RIO SEGUND;
CORDOBA;CORDOBA;3;99.023.751.003;FARMACITY SUC 66 CHACABUCO;AV CHACABUCO 00588;CORDOBA   ;X5004QMD
;CORDOBA;3;99.023.752.001;MARISA GARCIA;LAZARTE Y RIVADAVI 00000;TANCHACA  ;
CORDOBA;CORDOBA;3;99.023.781.000;FERRIGNO;AV SABATINI 04285;CORDOBA   ;X5003KRX
;CORDOBA;3;99.023.839.006;ITALIA;AZCUENAGA 00203;GRAL DEHEZ;
;CORDOBA;3;99.023.842.000;ROVETTO;BELGRANO 01097;CAMILO ALD;
;CORDOBA;3;99.023.881.008;A.P.S.E.;RIVADERO 01231;CORDOBA   ;
;CORDOBA;3;99.023.890.009;P GUERRERO;TUCUMAN 00869;RIO SEGUND;
;CORDOBA;3;99.023.895.008;SAN ANDRES;SAN MARTIN 00443;SACANTA   ;
;CORDOBA;3;99.023.897.004;FARMASHOP;COMERCIO 01299;VILLA NUEV;
;CORDOBA;3;99.023.984.000;FARMACITY SUC 70 ESTRADA;AV ESTRADA 00153;CORDOBA   ;
CORDOBA;CORDOBA;3;99.023.987.003;FARMASALUD III;BV DE LOS ALEMANES 05465;CORDOBA   ;X5004QOW
;CORDOBA;3;99.024.010.003;SASSAROLI;AV URUGUAY 00493;CARLOS PAZ;
;CORDOBA;3;99.024.011.001;SASTRE;SARMIENTO 00598;ALTA GRACI;
;CORDOBA;3;99.024.012.009;MARIA DE LORETO;AV RANCAGUA KM 7 00000;CORDOBA   ;
;CORDOBA;3;99.024.013.007;FERRI II;SARMIENTO 00253;DESPEÑADER;
;CORDOBA;3;99.024.014.005;DEL ARROYO;OJO DE AGUA 00102;GRAL BELGR;
;CORDOBA;3;99.024.015.002;DE LOURDES;BV VELEZ SARFIELD 01235;VILLA MARI;
CORDOBA;CORDOBA;3;99.024.017.008;LA PLAZA;ALFONSINA STORNI 00290;CORDOBA   ;X5002MBE
;CORDOBA;3;99.024.018.006;MAGLIONE;MONSEÑOR PABLO CAB 04483;CORDOBA   ;
;CORDOBA;3;99.024.081.004;SINDICAL SUTIAGA II;AV ESTRADA 00199;CORDOBA   ;
CORDOBA;CORDOBA;3;99.024.099.006;BETTY;BV LOS ALEMANES 04023;CORDOBA   ;X5004QNS
CORDOBA;CORDOBA;3;99.024.104.004;PLAZA;AV COLON 02806;CORDOBA   ;X5003ECL
;CORDOBA;3;99.024.145.007;FARMASUR;AV VALPARAISO 03874;CORDOBA   ;
;CORDOBA;3;99.024.146.005;EL CONDOR II;PELLEGRINI Y MEDIN 00000;DEAN FUNES;
CORDOBA;CORDOBA;3;99.024.148.001;PAVAN;AV PABLO NERUDA 00329;CORDOBA   ;X5004AUR
;CORDOBA;3;99.024.152.003;CASADO;LUCAS CORDOBA 00401;ALTA GRACI;
;CORDOBA;3;99.024.154.009;VITAL;RIO NEGRO 00200;GRAL DAHEZ;
;CORDOBA;3;99.024.193.007;ECCO;BV ITALIA 00255;CORDOBA   ;
;CORDOBA;3;99.024.198.006;ANGEL;EJERCITO ARG 00098;SALSACATE;
CORDOBA;CORDOBA;3;99.024.207.005;BIAZZI;SAN MARTIN 01575;CRUZ ALTA;X2189BPA
;CORDOBA;3;99.024.209.001;FERNANDA 2;AV CARCANO 01267;CARLOS PAZ;
;CORDOBA;3;99.024.213.003;CAMPREGHER SUC TERMINAL;CABRERA 00142;DEAN FUNES;
;CORDOBA;3;99.024.220.008;MOREIRA II;CORNELIO SAAVEDRA 02997;CORDOBA   ;
;CORDOBA;3;99.024.459.002;DEL HOSPITAL;EDUCADOR GALASSO 00086;ALTA GRACI;
CORDOBA;CORDOBA;3;99.024.460.000;KULINSKI;ONCATIVO 00130;CORDOBA   ;X5002ANM
;CORDOBA;3;99.024.836.001;BARBON;AV BELGRANO 00161;MONTE BUEY;
;CORDOBA;3;99.024.837.009;DEL MILAGRO;AV EVA PERON 00550;CRUZ DEL E;
CORDOBA;CORDOBA;3;99.024.843.007;REVIGLIONO;SUIPACHA 04826;CORDOBA   ;X5003ARB
CORDOBA;CORDOBA;3;99.024.844.005;RICOTTI;AV CASTRO BARROS 00140;CORDOBA   ;X5004RXN
;CORDOBA;3;99.024.877.005;DANIOTTI 6;TUCUMAN 00532;JESUS MARI;
;CORDOBA;3;99.024.963.003;DEL PUEBLO;PELLEGRINI 00102;CARLOS PAZ;
;CORDOBA;3;99.024.968.002;FARMATEMPLE;EMILIO FELICIONI 00214;SGO TEMPLE;
CORDOBA;CORDOBA;3;99.024.974.000;APTEKA;DIAGONAL ICA 00430;CORDOBA   ;X5000DPG
;CORDOBA;3;99.024.975.007;SAN LUCAS IV;BV ITALIA 00346;VILLA MARI;
;CORDOBA;3;99.024.977.003;ALBIZURI II;CORDOBA 01110;MONTE MAIZ;
;CORDOBA;3;99.025.064.009;BOZZETTO;JULIO A ROCA 00401;JESUS MARI;
;CORDOBA;3;99.025.065.006;EL CEIBO;AV BELGRANO LOCAL 00410;ALTA GRACI;
